index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
11637								The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them near the door to the room.	The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, silver, and black, most of them open and on the floor, while a woman stands behind them near the door to the room.						contradiction
11638								The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them near the door to the room.	The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them far away from the door to the room.						contradiction
11639								The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them near the door to the room.	The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them far from the door to the room.						contradiction
17855								Two older men drinking beer	Two older men drinking whisky						contradiction
17856								Two older men drinking beer	Two older men drinking gin						contradiction
17857								Two older men drinking beer	Two older men drinking tequila						contradiction
17858								Two older men drinking beer	Two older men drinking cider						contradiction
17859								Two older men drinking beer	Two older men drinking vodka						contradiction
12545								A woman in a brown jacket taking a picture near two other people.	A woman in a brown jacket taking a picture near two identical people.						contradiction
12547								A woman in a brown jacket taking a picture near two other people.	A woman in a brown jacket taking a picture close to two other people.						entailment
12548								A woman in a brown jacket taking a picture near two other people.	A woman in a brown jacket taking a picture far away from two other people.						contradiction
12549								A woman in a brown jacket taking a picture near two other people.	A woman in a brown jacket taking a picture far from two other people.						contradiction
13185								The man is sitting on the toilet in the bathroom.	The man is sitting on the toilet in the common room.						contradiction
13186								The man is sitting on the toilet in the bathroom.	The man is sitting on the toilet in the bedroom.						contradiction
13187								The man is sitting on the toilet in the bathroom.	The man is sitting on the toilet in the dining room.						contradiction
13188								The man is sitting on the toilet in the bathroom.	The man is sitting on the toilet in the courtroom.						contradiction
13189								The man is sitting on the toilet in the bathroom.	The man is sitting on the toilet in the classroom.						contradiction
10400								The man was sitting outside near the blue doors.	The man was sitting outside far away from the blue doors.						contradiction
10401								The man was sitting outside near the blue doors.	The man was sitting outside near the silver doors.						contradiction
10402								The man was sitting outside near the blue doors.	The man was sitting outside near the white doors.						contradiction
10403								The man was sitting outside near the blue doors.	The man was sitting outside far from the blue doors.						contradiction
10404								The man was sitting outside near the blue doors.	The man was sitting inside near the blue doors.						contradiction
11965								A big brown dog plays with a small white dog near a ball.	A big brown dog plays with a tiny white dog near a ball.						entailment
11966								A big brown dog plays with a small white dog near a ball.	A big brown dog plays with a little white dog near a ball.						entailment
11967								A big brown dog plays with a small white dog near a ball.	A big brown dog plays with a small white dog close to a ball.						entailment
11968								A big brown dog plays with a small white dog near a ball.	A big brown dog plays with a small pink dog near a ball.						contradiction
11969								A big brown dog plays with a small white dog near a ball.	A big brown dog plays with a big white dog near a ball.						contradiction
17700								The two men are sitting in front of the fountain.	The ten men are sitting in front of the fountain.						contradiction
17701								The two men are sitting in front of the fountain.	The nine men are sitting in front of the fountain.						contradiction
17702								The two men are sitting in front of the fountain.	The eleven men are sitting in front of the fountain.						contradiction
17703								The two men are sitting in front of the fountain.	The six men are sitting in front of the fountain.						contradiction
17704								The two men are sitting in front of the fountain.	The twelve men are sitting in front of the fountain.						contradiction
14275								Two men are setting up scaffolding next to a brick building.	Two men are setting up scaffolding next to a sand building.						contradiction
14276								Two men are setting up scaffolding next to a brick building.	Two men are setting up scaffolding next to a cement building.						contradiction
14277								Two men are setting up scaffolding next to a brick building.	Two men are setting up scaffolding next to a glass building.						contradiction
14278								Two men are setting up scaffolding next to a brick building.	Two men are setting up scaffolding next to a wood building.						contradiction
14279								Two men are setting up scaffolding next to a brick building.	Two men are setting up scaffolding next to a plastic building.						contradiction
12775								The woman is so happy she won her competition.	The woman is so pleased she won her competition.						entailment
12776								The woman is so happy she won her competition.	The woman is so unhappy she won her competition.						contradiction
12777								The woman is so happy she won her competition.	The woman is so delighted she won her competition.						entailment
12778								The woman is so happy she won her competition.	The woman is so miserable she won her competition.						contradiction
12779								The woman is so happy she won her competition.	The woman is so glad she won her competition.						entailment
15435								The woman is drinking vodka.	The woman is drinking tequila.						contradiction
15436								The woman is drinking vodka.	The woman is drinking champagne.						contradiction
15437								The woman is drinking vodka.	The woman is drinking gin.						contradiction
15438								The woman is drinking vodka.	The woman is drinking whisky.						contradiction
15439								The woman is drinking vodka.	The woman is drinking cider.						contradiction
15360								A man is winning a street bike race in Germany.	A man is winning a street bike race in Switzerland.						contradiction
15361								A man is winning a street bike race in Germany.	A man is winning a street bike race in Belgium.						contradiction
15362								A man is winning a street bike race in Germany.	A man is winning a street bike race in Norway.						contradiction
15363								A man is winning a street bike race in Germany.	A man is winning a street bike race in Holland.						contradiction
15364								A man is winning a street bike race in Germany.	A man is winning a street bike race in Sweden.						contradiction
12270								There is a girl running near the water.	There is a girl passing near the water.						entailment
12271								There is a girl running near the water.	There is a girl standing near the water.						contradiction
12272								There is a girl running near the water.	There is a girl running far from the water.						contradiction
12273								There is a girl running near the water.	There is a boy running near the water.						contradiction
12274								There is a girl running near the water.	There is a girl running far away from the water.						contradiction
10140								A cowboy stands near two sheep and a dog at a rodeo.	A cowboy stands near four sheep and a dog at a rodeo.						contradiction
10141								A cowboy stands near two sheep and a dog at a rodeo.	A cowboy stands far from two sheep and a dog at a rodeo.						contradiction
10142								A cowboy stands near two sheep and a dog at a rodeo.	A cowboy stands near 8 sheep and a dog at a rodeo.						contradiction
10143								A cowboy stands near two sheep and a dog at a rodeo.	A cowboy stands near three sheep and a dog at a rodeo.						contradiction
10144								A cowboy stands near two sheep and a dog at a rodeo.	A cowboy stands far away from two sheep and a dog at a rodeo.						contradiction
16140								A little girl jumping to avoid a stone in the sand.	A little girl jumping to avoid a stone in the glass.						contradiction
16520								Several men are drinking beer.	Several men are drinking gin.						contradiction
16521								Several men are drinking beer.	Several men are drinking tequila.						contradiction
16522								Several men are drinking beer.	Several men are drinking vodka.						contradiction
16523								Several men are drinking beer.	Several men are drinking whisky.						contradiction
16524								Several men are drinking beer.	Several men are drinking cider.						contradiction
11970								A boy is jumping over shallow water near some large rocks.	A boy is jumping over shallow water near some little rocks.						contradiction
11971								A boy is jumping over shallow water near some large rocks.	A boy is jumping over shallow water far from some large rocks.						contradiction
11972								A boy is jumping over shallow water near some large rocks.	A boy is jumping over shallow water near some small rocks.						contradiction
11973								A boy is jumping over shallow water near some large rocks.	A boy is jumping over shallow water far away from some large rocks.						contradiction
11974								A boy is jumping over shallow water near some large rocks.	A boy is jumping over deep water near some large rocks.						contradiction
18920								The man just bought the couch the day previous.	The man just sold the couch the day previous.						contradiction
18924								The man just bought the couch the day previous.	The woman just bought the couch the day previous.						contradiction
17320								Four mountaineers are walking on a trail under the moon that is visible in the blue sky.	Four mountaineers are walking on a trail under the moon that is visible in the silver sky.						contradiction
17321								Four mountaineers are walking on a trail under the moon that is visible in the blue sky.	Four mountaineers are walking on a trail under the moon that is visible in the orange sky.						contradiction
17322								Four mountaineers are walking on a trail under the moon that is visible in the blue sky.	Four mountaineers are walking on a trail under the sun that is visible in the blue sky.						contradiction
17323								Four mountaineers are walking on a trail under the moon that is visible in the blue sky.	Four mountaineers are walking on a trail under the moon that is visible in the white sky.						contradiction
17324								Four mountaineers are walking on a trail under the moon that is visible in the blue sky.	Four mountaineers are walking on a trail under the moon that is visible in the black sky.						contradiction
16315								The little girl crosses the street alone.	The great girl crosses the street alone.						contradiction
16316								The little girl crosses the street alone.	The small girl crosses the street alone.						entailment
16317								The little girl crosses the street alone.	The tiny girl crosses the street alone.						entailment
16318								The little girl crosses the street alone.	The large girl crosses the street alone.						contradiction
16319								The little girl crosses the street alone.	The little girl crosses the road alone.						entailment
15130								Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.	Two men operate a cement truck in the nighttime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.						contradiction
15131								Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.	Two men operate a cement truck in the daytime, wearing white t-shirts and silver jeans, and one of them talking on a mobile phone.						contradiction
15132								Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.	Two men operate a cement truck in the daytime, wearing white t-shirts and green jeans, and one of them talking on a mobile phone.						contradiction
15133								Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.	Two men operate a cement truck in the daytime, wearing white t-shirts and black jeans, and one of them talking on a mobile phone.						contradiction
15134								Two men operate a cement truck in the daytime, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.	Two men operate a cement truck in the night, wearing white t-shirts and blue jeans, and one of them talking on a mobile phone.						contradiction
13020								A blue bird is near the ocean.	A black bird is near the ocean.						contradiction
13021								A blue bird is near the ocean.	A blue bird is far from the ocean.						contradiction
13022								A blue bird is near the ocean.	A blue bird is far away from the ocean.						contradiction
13023								A blue bird is near the ocean.	An orange bird is near the ocean.						contradiction
13024								A blue bird is near the ocean.	A brown bird is near the ocean.						contradiction
10891								A young man wearing a green shirt is tending to a tomato plant.	A young man wearing a green shirt is tending to a potato plant.						contradiction
10892								A young man wearing a green shirt is tending to a tomato plant.	An elderly man wearing a green shirt is tending to a tomato plant.						contradiction
10893								A young man wearing a green shirt is tending to a tomato plant.	A young man wearing a pink shirt is tending to a tomato plant.						contradiction
10894								A young man wearing a green shirt is tending to a tomato plant.	A young man wearing a yellow shirt is tending to a tomato plant.						contradiction
16457								A martial artist breaks a brick.	A martial artist breaks a glass.						contradiction
15705								The Chinese man is a waiter.	The Indonesian man is a waiter.						contradiction
15706								The Chinese man is a waiter.	The Indians man is a waiter.						contradiction
15707								The Chinese man is a waiter.	The North Korean man is a waiter.						contradiction
15708								The Chinese man is a waiter.	The Vietnamese man is a waiter.						contradiction
15709								The Chinese man is a waiter.	The Thai man is a waiter.						contradiction
16645								There are two small girls smiling in a hallway	There are two small girls smiling in a common room						contradiction
16646								There are two small girls smiling in a hallway	There are two small girls smiling in a living room						contradiction
16647								There are two small girls smiling in a hallway	There are two small girls smiling in a prison cell						contradiction
16648								There are two small girls smiling in a hallway	There are two small girls smiling in a dining room						contradiction
16649								There are two small girls smiling in a hallway	There are two small girls smiling in a garage						contradiction
15956								A boy and a girl at the beach, throwing sand.	A boy and a girl at the beach, throwing glass.						contradiction
16405								The man cannot get the four wheeler to turn for some reason.	The man cannot get the four wheeler to turn for every reason.						contradiction
16406								The man cannot get the four wheeler to turn for some reason.	The man cannot get the 4 wheeler to turn for some reason.						entailment
16408								The man cannot get the four wheeler to turn for some reason.	The man can get the four wheeler to turn for some reason.						contradiction
16409								The man cannot get the four wheeler to turn for some reason.	The woman cannot get the four wheeler to turn for some reason.						contradiction
11680								an elderly woman stands outside near some trees and an architectural design that she built	an elderly woman stands outside far from some trees and an architectural design that she built						contradiction
11681								an elderly woman stands outside near some trees and an architectural design that she built	an elderly woman stands outside close to some trees and an architectural design that she built						entailment
11682								an elderly woman stands outside near some trees and an architectural design that she built	an elderly man stands outside near some trees and an architectural design that she built						contradiction
11683								an elderly woman stands outside near some trees and an architectural design that she built	an elderly woman stands outside far away from some trees and an architectural design that she built						contradiction
11684								an elderly woman stands outside near some trees and an architectural design that she built	an elderly woman stands inside near some trees and an architectural design that she built						contradiction
18570								The man was wearing a red jacket for the first time.	The man was wearing a red jacket for the 11th time.						contradiction
18571								The man was wearing a red jacket for the first time.	The man was wearing a red jacket for the sixteenth time.						contradiction
18572								The man was wearing a red jacket for the first time.	The man was wearing a red jacket for the 3rd time.						contradiction
18573								The man was wearing a red jacket for the first time.	The man was wearing a red jacket for the 50th time.						contradiction
18574								The man was wearing a red jacket for the first time.	The man was wearing a red jacket for the 9th time.						contradiction
14320								Old Indian woman shops for groceries.	Old North Korean woman shops for groceries.						contradiction
14321								Old Indian woman shops for groceries.	Old Vietnamese woman shops for groceries.						contradiction
14322								Old Indian woman shops for groceries.	Old South Korean woman shops for groceries.						contradiction
14323								Old Indian woman shops for groceries.	Old Indonesian woman shops for groceries.						contradiction
14324								Old Indian woman shops for groceries.	Old Thai woman shops for groceries.						contradiction
16175								On a street in England, people watch a construction vehicle work on the road.	On a street in Canada, people watch a construction vehicle work on the road.						contradiction
16176								On a street in England, people watch a construction vehicle work on the road.	On a street in England, people watch a construction vehicle work on the street.						entailment
16177								On a street in England, people watch a construction vehicle work on the road.	On a street in Ireland, people watch a construction vehicle work on the road.						contradiction
16178								On a street in England, people watch a construction vehicle work on the road.	On a street in Australia, people watch a construction vehicle work on the road.						contradiction
16179								On a street in England, people watch a construction vehicle work on the road.	On a street in New Zealand, people watch a construction vehicle work on the road.						contradiction
15940								The runners are members of a Greek organization.	The runners are members of a Palestinian organization.						contradiction
15941								The runners are members of a Greek organization.	The runners are members of a French organization.						contradiction
15942								The runners are members of a Greek organization.	The runners are members of an Italian organization.						contradiction
15943								The runners are members of a Greek organization.	The runners are members of an Israeli organization.						contradiction
15944								The runners are members of a Greek organization.	The runners are members of an Egyptian organization.						contradiction
15410								A boy is waiting for the enemy to strike them first.	A boy is waiting for the enemy to strike them thirteenth.						contradiction
15411								A boy is waiting for the enemy to strike them first.	A boy is waiting for the enemy to strike them 18th.						contradiction
15412								A boy is waiting for the enemy to strike them first.	A boy is waiting for the enemy to strike them 14th.						contradiction
15413								A boy is waiting for the enemy to strike them first.	A boy is waiting for the enemy to strike them 30th.						contradiction
15414								A boy is waiting for the enemy to strike them first.	A boy is waiting for the enemy to strike them 16th.						contradiction
15690								The walls are stronger with metal supports rather than wood.	The walls are stronger with metal supports rather than cement.						contradiction
15691								The walls are stronger with metal supports rather than wood.	The walls are stronger with metal supports rather than copper.						contradiction
15692								The walls are stronger with metal supports rather than wood.	The walls are stronger with metal supports rather than aluminium.						contradiction
15693								The walls are stronger with metal supports rather than wood.	The walls are stronger with metal supports rather than titanium.						contradiction
15694								The walls are stronger with metal supports rather than wood.	The walls are stronger with metal supports rather than bronze.						contradiction
15710								There are two women dressed in traditional Japanese clothing performing a play.	There are two women dressed in traditional Chinese clothing performing a play.						contradiction
15711								There are two women dressed in traditional Japanese clothing performing a play.	There are two women dressed in traditional North Korean clothing performing a play.						contradiction
15712								There are two women dressed in traditional Japanese clothing performing a play.	There are two women dressed in traditional Vietnamese clothing performing a play.						contradiction
15713								There are two women dressed in traditional Japanese clothing performing a play.	There are two women dressed in traditional South Korean clothing performing a play.						contradiction
15714								There are two women dressed in traditional Japanese clothing performing a play.	There are two women dressed in traditional Indian clothing performing a play.						contradiction
14711								Woman making a sand castle at the beach.	Woman making a glass castle at the beach.						contradiction
16720								The man is passed out from drinking beer.	The man is passed out from drinking gin.						contradiction
16721								The man is passed out from drinking beer.	The man is passed out from drinking champagne.						contradiction
16722								The man is passed out from drinking beer.	The man is passed out from drinking tequila.						contradiction
16723								The man is passed out from drinking beer.	The man is passed out from drinking whisky.						contradiction
16724								The man is passed out from drinking beer.	The man is passed out from drinking cider.						contradiction
16970								An elderly woman is sitting on a bench with a white cup in her hand.	An elderly woman is sitting on a bench with a red cup in her hand.						contradiction
16971								An elderly woman is sitting on a bench with a white cup in her hand.	An elderly woman is sitting on a bench with a green cup in her hand.						contradiction
16972								An elderly woman is sitting on a bench with a white cup in her hand.	An elderly woman is sitting on a bench with a silver cup in her hand.						contradiction
16973								An elderly woman is sitting on a bench with a white cup in her hand.	An elderly woman is sitting on a bench with a blue cup in her hand.						contradiction
16974								An elderly woman is sitting on a bench with a white cup in her hand.	An elderly woman is sitting on a bench with a brown cup in her hand.						contradiction
18160								A Japanese woman walks down the street.	A Vietnamese woman walks down the street.						contradiction
18161								A Japanese woman walks down the street.	A North Korean woman walks down the street.						contradiction
18162								A Japanese woman walks down the street.	An Indonesian woman walks down the street.						contradiction
18163								A Japanese woman walks down the street.	A South Korean woman walks down the street.						contradiction
18164								A Japanese woman walks down the street.	A Thai woman walks down the street.						contradiction
13101								Three guys sitting on a sandy beach near the water and one is talking to the two little girls.	Three guys sitting on a sandy beach far from the water and one is talking to the two little girls.						contradiction
13102								Three guys sitting on a sandy beach near the water and one is talking to the two little girls.	Three guys sitting on a sandy beach far away from the water and one is talking to the two little girls.						contradiction
13103								Three guys sitting on a sandy beach near the water and one is talking to the two little girls.	Three guys sitting on a sandy beach near the water and one is talking to the six little girls.						contradiction
13104								Three guys sitting on a sandy beach near the water and one is talking to the two little girls.	Three guys sitting on a sandy beach near the water and one is talking to the 6 little girls.						contradiction
13865								The two men are trying to move the sofa across a river and have chosen to take a raft.	The 6 men are trying to move the sofa across a river and have chosen to take a raft.						contradiction
13866								The two men are trying to move the sofa across a river and have chosen to take a raft.	The seven men are trying to move the sofa across a river and have chosen to take a raft.						contradiction
13867								The two men are trying to move the sofa across a river and have chosen to take a raft.	The five men are trying to move the sofa across a river and have chosen to take a raft.						contradiction
13868								The two men are trying to move the sofa across a river and have chosen to take a raft.	The eight men are trying to move the sofa across a river and have chosen to take a raft.						contradiction
13869								The two men are trying to move the sofa across a river and have chosen to take a raft.	The eleven men are trying to move the sofa across a river and have chosen to take a raft.						contradiction
12332								An older man had just bought some biscuits from a little girl for charity.	An older man had just bought some biscuits from a tiny girl for charity.						entailment
12333								An older man had just bought some biscuits from a little girl for charity.	An older man had just bought some biscuits from a small girl for charity.						entailment
12334								An older man had just bought some biscuits from a little girl for charity.	An older man had just bought some biscuits from a big girl for charity.						contradiction
18510								A person is on holiday in Mexico	A person is on holiday in Argentina						contradiction
18511								A person is on holiday in Mexico	A person is on holiday in Brazil						contradiction
18512								A person is on holiday in Mexico	A person is on holiday in Spain						contradiction
18513								A person is on holiday in Mexico	A person is on holiday in Venezuela						contradiction
18514								A person is on holiday in Mexico	A person is on holiday in Peru						contradiction
12820								A woman puts on red lipstick while standing very close to the mirror.	A woman puts on red lipstick while standing very far away from the mirror.						contradiction
12821								A woman puts on red lipstick while standing very close to the mirror.	A woman puts on red lipstick while standing very far from the mirror.						contradiction
12822								A woman puts on red lipstick while standing very close to the mirror.	A woman puts on black lipstick while standing very close to the mirror.						contradiction
12823								A woman puts on red lipstick while standing very close to the mirror.	A woman puts on red lipstick while running very close to the mirror.						contradiction
12824								A woman puts on red lipstick while standing very close to the mirror.	A man puts on red lipstick while standing very close to the mirror.						contradiction
18230								A young child swims for the first time.	A young child swims for the ninth time.						contradiction
18231								A young child swims for the first time.	A young child swims for the 18th time.						contradiction
18232								A young child swims for the first time.	A young child swims for the 100th time.						contradiction
18233								A young child swims for the first time.	A young child swims for the 12th time.						contradiction
18234								A young child swims for the first time.	A young child swims for the 20th time.						contradiction
10922								A little boy is cooking eggplant.	A little boy is cooking pumpkin.						contradiction
13825								An Indian man is working in his shop during the day.	A Vietnamese man is working in his shop during the day.						contradiction
13826								An Indian man is working in his shop during the day.	A South Korean man is working in his shop during the day.						contradiction
13827								An Indian man is working in his shop during the day.	A North Korean man is working in his shop during the day.						contradiction
13828								An Indian man is working in his shop during the day.	A Thai man is working in his shop during the day.						contradiction
13829								An Indian man is working in his shop during the day.	An Indonesian man is working in his shop during the day.						contradiction
17040								An elderly man waits for a parade to start.	An elderly man waits for a parade to stop.						contradiction
17041								An elderly man waits for a parade to start.	An elderly man waits for a parade to finish.						contradiction
17042								An elderly man waits for a parade to start.	A young man waits for a parade to start.						contradiction
17043								An elderly man waits for a parade to start.	An elderly man waits for a parade to end.						contradiction
17044								An elderly man waits for a parade to start.	An elderly woman waits for a parade to start.						contradiction
14332								A child is playing in a sand box.	A child is playing in a glass box.						contradiction
18740								young Chinese children are at band practice.	young Indonesian children are at band practice.						contradiction
18741								young Chinese children are at band practice.	young Vietnamese children are at band practice.						contradiction
18742								young Chinese children are at band practice.	young North Korean children are at band practice.						contradiction
18743								young Chinese children are at band practice.	young Indians children are at band practice.						contradiction
18744								young Chinese children are at band practice.	young South Korean children are at band practice.						contradiction
13545								A man wearing glasses and a white dress shirt drinking beer.	A man wearing glasses and a white dress shirt drinking gin.						contradiction
13546								A man wearing glasses and a white dress shirt drinking beer.	A man wearing glasses and a white dress shirt drinking cider.						contradiction
13547								A man wearing glasses and a white dress shirt drinking beer.	A man wearing glasses and a white dress shirt drinking vodka.						contradiction
13548								A man wearing glasses and a white dress shirt drinking beer.	A man wearing glasses and a white dress shirt drinking tequila.						contradiction
13549								A man wearing glasses and a white dress shirt drinking beer.	A man wearing glasses and a white dress shirt drinking whisky.						contradiction
14435								A man and a women drink margaritas at a bar in Mexico.	A man and a women drink margaritas at a bar in Venezuela.						contradiction
14436								A man and a women drink margaritas at a bar in Mexico.	A man and a women drink margaritas at a bar in Brazil.						contradiction
14437								A man and a women drink margaritas at a bar in Mexico.	A man and a women drink margaritas at a bar in Peru.						contradiction
14438								A man and a women drink margaritas at a bar in Mexico.	A man and a women drink margaritas at a bar in Spain.						contradiction
14439								A man and a women drink margaritas at a bar in Mexico.	A man and a women drink margaritas at a bar in Argentina.						contradiction
13315								The two black dogs are sitting on a couch.	The ten black dogs are sitting on a couch.						contradiction
13316								The two black dogs are sitting on a couch.	The eight black dogs are sitting on a couch.						contradiction
13317								The two black dogs are sitting on a couch.	The twelve black dogs are sitting on a couch.						contradiction
13318								The two black dogs are sitting on a couch.	The 9 black dogs are sitting on a couch.						contradiction
13319								The two black dogs are sitting on a couch.	The six black dogs are sitting on a couch.						contradiction
16215								A Chinese family are shopping in the mall together.	A North Korean family are shopping in the mall together.						contradiction
16216								A Chinese family are shopping in the mall together.	A Vietnamese family are shopping in the mall together.						contradiction
16217								A Chinese family are shopping in the mall together.	A South Korean family are shopping in the mall together.						contradiction
16218								A Chinese family are shopping in the mall together.	A Thai family are shopping in the mall together.						contradiction
16219								A Chinese family are shopping in the mall together.	An Indonesian family are shopping in the mall together.						contradiction
18485								boys first time in swing	boys 4th time in swing						contradiction
18486								boys first time in swing	boys 10th time in swing						contradiction
18487								boys first time in swing	boys 7th time in swing						contradiction
18488								boys first time in swing	boys 50th time in swing						contradiction
18489								boys first time in swing	boys 5th time in swing						contradiction
14150								Dogs are drinking wine.	Dogs are drinking gin.						contradiction
14151								Dogs are drinking wine.	Dogs are drinking champagne.						contradiction
14152								Dogs are drinking wine.	Dogs are drinking tequila.						contradiction
14153								Dogs are drinking wine.	Dogs are drinking whisky.						contradiction
14154								Dogs are drinking wine.	Dogs are drinking cider.						contradiction
11931								The woman hold a pole in the air, while sitting close to the cliffs edge.	The woman hold a pole in the air, while sitting far from the cliffs edge.						contradiction
11932								The woman hold a pole in the air, while sitting close to the cliffs edge.	The woman hold a pole in the air, while moving close to the cliffs edge.						contradiction
11933								The woman hold a pole in the air, while sitting close to the cliffs edge.	The woman hold a pole in the air, while standing close to the cliffs edge.						contradiction
11934								The woman hold a pole in the air, while sitting close to the cliffs edge.	The woman hold a pole in the air, while sitting far away from the cliffs edge.						contradiction
15025								A woman watches a nurse help an Indian man in the hospital.	A woman watches a nurse help a North Korean man in the hospital.						contradiction
15026								A woman watches a nurse help an Indian man in the hospital.	A woman watches a nurse help a Vietnamese man in the hospital.						contradiction
15027								A woman watches a nurse help an Indian man in the hospital.	A woman watches a nurse help a South Korean man in the hospital.						contradiction
15028								A woman watches a nurse help an Indian man in the hospital.	A woman watches a nurse help a Thai man in the hospital.						contradiction
15029								A woman watches a nurse help an Indian man in the hospital.	A woman watches a nurse help an Indonesian man in the hospital.						contradiction
18865								A man in a pink shirt and sunglasses is sitting in the sun.	A man in a white shirt and sunglasses is sitting in the sun.						contradiction
18866								A man in a pink shirt and sunglasses is sitting in the sun.	A man in an orange shirt and sunglasses is sitting in the sun.						contradiction
18868								A man in a pink shirt and sunglasses is sitting in the sun.	A man in a black shirt and sunglasses is sitting in the sun.						contradiction
18869								A man in a pink shirt and sunglasses is sitting in the sun.	A man in a grey shirt and sunglasses is sitting in the sun.						contradiction
12890								Two kids and two older people near them.	Two kids and 2 older people near them.						entailment
15300								The two children on are on the beach in the hot sun.	The two children on are on the beach in the hot moon.						contradiction
15301								The two children on are on the beach in the hot sun.	The 3 children on are on the beach in the hot sun.						contradiction
15302								The two children on are on the beach in the hot sun.	The seven children on are on the beach in the hot sun.						contradiction
15303								The two children on are on the beach in the hot sun.	The nine children on are on the beach in the hot sun.						contradiction
15304								The two children on are on the beach in the hot sun.	The 9 children on are on the beach in the hot sun.						contradiction
11595								A young man sitting on a fence in a rural pastoral area with the sun setting in the background.	A young woman sitting on a fence in a rural pastoral area with the sun setting in the background.						contradiction
11596								A young man sitting on a fence in a rural pastoral area with the sun setting in the background.	An elderly man sitting on a fence in a rural pastoral area with the sun setting in the background.						contradiction
11597								A young man sitting on a fence in a rural pastoral area with the sun setting in the background.	An old man sitting on a fence in a rural pastoral area with the sun setting in the background.						contradiction
11598								A young man sitting on a fence in a rural pastoral area with the sun setting in the background.	A young man moving on a fence in a rural pastoral area with the sun setting in the background.						contradiction
11599								A young man sitting on a fence in a rural pastoral area with the sun setting in the background.	A young man sitting on a fence in a rural pastoral area with the moon setting in the background.						contradiction
14835								Two men engage in a fight while in the kitchen.	Two men engage in a fight while in the prison cell.						contradiction
14836								Two men engage in a fight while in the kitchen.	Two men engage in a fight while in the dining room.						contradiction
14837								Two men engage in a fight while in the kitchen.	Two men engage in a fight while in the bedroom.						contradiction
14838								Two men engage in a fight while in the kitchen.	Two men engage in a fight while in the courtroom.						contradiction
14839								Two men engage in a fight while in the kitchen.	Two men engage in a fight while in the classroom.						contradiction
12090								A little male has his head close to the floor and feet facing up.	A little male has his head far away from the floor and feet facing up.						contradiction
12091								A little male has his head close to the floor and feet facing up.	A large male has his head close to the floor and feet facing up.						contradiction
12092								A little male has his head close to the floor and feet facing up.	A little male has his head near the floor and feet facing up.						entailment
12093								A little male has his head close to the floor and feet facing up.	A wide male has his head close to the floor and feet facing up.						contradiction
12094								A little male has his head close to the floor and feet facing up.	A little male has his head far from the floor and feet facing up.						contradiction
17070								A girl is packing up her parachute after her first time skydiving.	A girl is packing up her parachute after her fifth time skydiving.						contradiction
17071								A girl is packing up her parachute after her first time skydiving.	A girl is packing up her parachute after her sixth time skydiving.						contradiction
17072								A girl is packing up her parachute after her first time skydiving.	A girl is packing up her parachute after her seventh time skydiving.						contradiction
17073								A girl is packing up her parachute after her first time skydiving.	A girl is packing up her parachute after her fourth time skydiving.						contradiction
17074								A girl is packing up her parachute after her first time skydiving.	A girl is packing up her parachute after her eighth time skydiving.						contradiction
12530								The boy is getting ready to start a new year at school.	The boy is getting ready to start an old year at school.						contradiction
12531								The boy is getting ready to start a new year at school.	The boy is getting ready to start a same year at school.						contradiction
12532								The boy is getting ready to start a new year at school.	The boy is getting ready to start an early year at school.						contradiction
12533								The boy is getting ready to start a new year at school.	The boy is getting ready to start a middle year at school.						contradiction
12534								The boy is getting ready to start a new year at school.	The boy is getting ready to end a new year at school.						contradiction
17340								four performers are dancing in a parking lot while others watch.	12 performers are dancing in a parking lot while others watch.						contradiction
17341								four performers are dancing in a parking lot while others watch.	ten performers are dancing in a parking lot while others watch.						contradiction
17342								four performers are dancing in a parking lot while others watch.	4 performers are dancing in a parking lot while others watch.						entailment
17343								four performers are dancing in a parking lot while others watch.	10 performers are dancing in a parking lot while others watch.						contradiction
17344								four performers are dancing in a parking lot while others watch.	8 performers are dancing in a parking lot while others watch.						contradiction
13885								A small baby stands near a cradle.	A tiny baby stands near a cradle.						entailment
13887								A small baby stands near a cradle.	A large baby stands near a cradle.						contradiction
13888								A small baby stands near a cradle.	A little baby stands near a cradle.						entailment
13889								A small baby stands near a cradle.	A small baby stands close to a cradle.						entailment
